Parent1,Parent2,Child 
Suzaku,Sweepa,Beakon
Suzaku,Azurmane,Beakon
Suzaku Aqua,Sibelyx,Beakon
Suzaku Aqua,Nitewing,Beakon
Suzaku Aqua,Mossanda,Beakon
Suzaku Aqua,Kingpaca Cryst,Beakon
Suzaku Aqua,Sweepa,Beakon
Suzaku Aqua,Xenogard,Beakon
Pyrin,Frostallion,Beakon
Pyrin,Frostallion Noct,Beakon
Pyrin,Jetragon,Beakon
Pyrin,Paladius,Beakon
Pyrin Noct,Reptyro Cryst,Beakon
Pyrin Noct,Lyleen Noct,Beakon
Pyrin Noct,Beakon,Beakon
Pyrin Noct,Silvegis,Beakon
Cryolinx,Reptyro,Beakon
Cryolinx,Elizabee,Beakon
Cryolinx,Warsect ,Beakon
Cryolinx,Quivern,Beakon
Cryolinx,Quivern Botan,Beakon
Cryolinx,Selyne,Beakon
Reptyro,Frostallion,Beakon
Reptyro,Astegon,Beakon
Reptyro,Orserk,Beakon
Reptyro,Cryolinx Terra,Beakon
Reptyro Cryst,Lyleen,Beakon
Reptyro Cryst,Lyleen Noct,Beakon
Reptyro Cryst,Beakon,Beakon
Reptyro Cryst,Menasting Terra,Beakon
Reptyro Cryst,Silvegis,Beakon
Reptyro Cryst,Faleris Aqua,Beakon
Relaxaurus,Helzephyr,Beakon
Relaxaurus,Helzephyr Lux,Beakon
Relaxaurus,Cryolinx Terra,Beakon
Relaxaurus,Bastigor,Beakon
Relaxaurus Lux,Lyleen Noct,Beakon
Relaxaurus Lux,Helzephyr,Beakon
Relaxaurus Lux,Helzephyr Lux,Beakon
Relaxaurus Lux,Bastigor,Beakon
Frostallion,Elizabee,Beakon
Frostallion,Warsect ,Beakon
Frostallion,Quivern,Beakon
Frostallion,Quivern Botan,Beakon
Frostallion,Selyne,Beakon
Frostallion,Prixter,Beakon
Frostallion Noct,Faleris,Beakon
Frostallion Noct,Warsect ,Beakon
Frostallion Noct,Quivern,Beakon
Frostallion Noct,Quivern Botan,Beakon
Frostallion Noct,Ragnahawk,Beakon
Frostallion Noct,Selyne,Beakon
Frostallion Noct,Prixter,Beakon
Frostallion Noct,Starryon,Beakon
Mammorest,Astegon,Beakon
Mammorest,Helzephyr Lux,Beakon
Mammorest,Orserk,Beakon
Mammorest,Cryolinx Terra,Beakon
Mammorest,Bastigor,Beakon
Mammorest Cryst,Astegon,Beakon
Mammorest Cryst,Helzephyr,Beakon
Mammorest Cryst,Helzephyr Lux,Beakon
Mammorest Cryst,Cryolinx Terra,Beakon
Mammorest Cryst,Bastigor,Beakon
Faleris,Jetragon,Beakon
Faleris,Paladius,Beakon
Faleris,Necromus,Beakon
Blazamut,Sibelyx,Beakon
Blazamut,Wumpo,Beakon
Blazamut,Mossanda,Beakon
Blazamut,Kingpaca,Beakon
Blazamut,Kingpaca Cryst,Beakon
Blazamut,Xenovader,Beakon
Blazamut,Xenogard,Beakon
Blazamut Ryu,Sibelyx,Beakon
Blazamut Ryu,Wumpo,Beakon
Blazamut Ryu,Mossanda,Beakon
Blazamut Ryu,Kingpaca,Beakon
Blazamut Ryu,Kingpaca Cryst,Beakon
Blazamut Ryu,Xenovader,Beakon
Blazamut Ryu,Xenogard,Beakon
Shadowbeak,Nitewing,Beakon
Shadowbeak,Mossanda Lux,Beakon
Shadowbeak,Sweepa,Beakon
Shadowbeak,Ragnahawk,Beakon
Shadowbeak,Azurmane,Beakon
Sibelyx,Bellanoir,Beakon
Sibelyx,Bellanoir Libero,Beakon
Wumpo,Bellanoir,Beakon
Wumpo,Bellanoir Libero,Beakon
Lyleen,Lyleen Noct,Beakon
Lyleen,Beakon,Beakon
Lyleen,Helzephyr,Beakon
Lyleen,Silvegis,Beakon
Lyleen Noct,Menasting,Beakon
Lyleen Noct,Menasting Terra,Beakon
Lyleen Noct,Knocklem,Beakon
Lyleen Noct,Xenolord ,Beakon
Lyleen Noct,Faleris Aqua,Beakon
Elizabee,Astegon,Beakon
Elizabee,Orserk,Beakon
Mossanda Lux,Jetragon,Beakon
Mossanda Lux,Paladius,Beakon
Mossanda Lux,Necromus,Beakon
Jetragon,Quivern,Beakon
Jetragon,Ragnahawk,Beakon
Jetragon,Selyne,Beakon
Jetragon,Prixter,Beakon
Jetragon,Starryon,Beakon
Kingpaca,Bellanoir,Beakon
Kingpaca,Bellanoir Libero,Beakon
Kingpaca Cryst,Bellanoir,Beakon
Kingpaca Cryst,Bellanoir Libero,Beakon
Sweepa,Necromus,Beakon
Beakon,Beakon,Beakon
Beakon,Menasting,Beakon
Beakon,Menasting Terra,Beakon
Beakon,Silvegis,Beakon
Beakon,Faleris Aqua,Beakon
Warsect ,Orserk,Beakon
Warsect Terra,Helzephyr,Beakon
Warsect Terra,Helzephyr Lux,Beakon
Warsect Terra,Cryolinx Terra,Beakon
Warsect Terra,Bastigor,Beakon
Paladius,Ragnahawk,Beakon
Paladius,Prixter,Beakon
Paladius,Starryon,Beakon
Paladius,Azurmane,Beakon
Quivern Botan,Orserk,Beakon
Helzephyr,Menasting,Beakon
Helzephyr,Menasting Terra,Beakon
Helzephyr,Knocklem,Beakon
Helzephyr,Xenolord ,Beakon
Helzephyr,Faleris Aqua,Beakon
Helzephyr Lux,Menasting,Beakon
Helzephyr Lux,Knocklem,Beakon
Helzephyr Lux,Xenolord ,Beakon
Ragnahawk,Necromus,Beakon
Necromus,Starryon,Beakon
Necromus,Azurmane,Beakon
Menasting,Silvegis,Beakon
Menasting Terra,Silvegis,Beakon
Bellanoir,Xenovader,Beakon
Bellanoir,Xenogard,Beakon
Bellanoir Libero,Xenovader,Beakon
Bellanoir Libero,Xenogard,Beakon
Knocklem,Silvegis,Beakon
Knocklem,Bastigor,Beakon
Xenolord ,Silvegis,Beakon
Xenolord ,Bastigor,Beakon
Silvegis,Faleris Aqua,Beakon
Nyafia ,Suzaku Aqua,Warsect 
Gildane,Helzephyr Lux,Warsect 
Gildane,Bastigor,Warsect 
Incineram,Frostallion Noct,Warsect 
Incineram,Jetragon,Warsect 
Incineram Noct,Frostallion Noct,Warsect 
Grizzbolt,Wumpo Botan,Warsect 
Grizzbolt,Cinnamoth,Warsect 
Univolt,Blazamut,Warsect 
Univolt,Blazamut Ryu,Warsect 
Univolt,Bellanoir,Warsect 
Univolt,Bellanoir Libero,Warsect 
Jormuntide,Ragnahawk,Warsect 
Jormuntide,Starryon,Warsect 
Jormuntide Ignis,Pyrin,Warsect 
Jormuntide Ignis,Faleris,Warsect 
Jormuntide Ignis,Starryon,Warsect 
Suzaku,Bushi,Warsect 
Suzaku,Omascul,Warsect 
Suzaku Aqua,Vanwyrm,Warsect 
Suzaku Aqua,Bushi Noct,Warsect 
Pyrin,Reptyro,Warsect 
Pyrin,Elizabee,Warsect 
Pyrin Noct,Sibelyx,Warsect 
Pyrin Noct,Kingpaca Cryst,Warsect 
Pyrin Noct,Xenogard,Warsect 
Elphidran,Astegon,Warsect 
Elphidran,Orserk,Warsect 
Elphidran Aqua,Astegon,Warsect 
Elphidran Aqua,Cryolinx Terra,Warsect 
Cryolinx,Surfent,Warsect 
Cryolinx,Surfent Terra,Warsect 
Cryolinx,Sootseer,Warsect 
Surfent,Frostallion,Warsect 
Surfent Terra,Orserk,Warsect 
Azurobe,Helzephyr,Warsect 
Azurobe,Helzephyr Lux,Warsect 
Reptyro,Faleris,Warsect 
Reptyro,Prixter,Warsect 
Reptyro,Starryon,Warsect 
Reptyro Cryst,Sibelyx,Warsect 
Reptyro Cryst,Wumpo,Warsect 
Relaxaurus,Sweepa,Warsect 
Relaxaurus,Azurmane,Warsect 
Relaxaurus Lux,Nitewing,Warsect 
Relaxaurus Lux,Sweepa,Warsect 
Vanwyrm Cryst,Shadowbeak,Warsect 
Vanwyrm Cryst,Necromus,Warsect 
Mammorest,Mossanda Lux,Warsect 
Mammorest,Ragnahawk,Warsect 
Mammorest Cryst,Mossanda Lux,Warsect 
Mammorest Cryst,Azurmane,Warsect 
Blazamut,Blazehowl Noct,Warsect 
Blazamut,Dogen,Warsect 
Blazamut,Dazemu,Warsect 
Blazamut Ryu,Blazehowl Noct,Warsect 
Blazamut Ryu,Dogen,Warsect 
Blazamut Ryu,Dazemu,Warsect 
Shadowbeak,Omascul,Warsect 
Wumpo,Beakon,Warsect 
Wumpo,Silvegis,Warsect 
Wumpo Botan,Lyleen Noct,Warsect 
Nitewing,Menasting,Warsect 
Nitewing,Knocklem,Warsect 
Nitewing,Xenolord ,Warsect 
Lyleen,Mossanda,Warsect 
Lyleen,Kingpaca Cryst,Warsect 
Lyleen,Xenogard,Warsect 
Lyleen Noct,Kingpaca,Warsect 
Lyleen Noct,Xenovader,Warsect 
Elizabee,Quivern,Warsect 
Elizabee,Selyne,Warsect 
Elizabee,Prixter,Warsect 
Mossanda,Menasting,Warsect 
Mossanda,Menasting Terra,Warsect 
Mossanda,Faleris Aqua,Warsect 
Blazehowl Noct,Bellanoir,Warsect 
Blazehowl Noct,Bellanoir Libero,Warsect 
Kingpaca,Beakon,Warsect 
Kingpaca,Silvegis,Warsect 
Kingpaca Cryst,Menasting Terra,Warsect 
Kingpaca Cryst,Faleris Aqua,Warsect 
Sweepa,Warsect Terra,Warsect 
Sweepa,Knocklem,Warsect 
Sweepa,Xenolord ,Warsect 
Beakon,Xenovader,Warsect 
Warsect ,Warsect ,Warsect 
Warsect ,Quivern,Warsect 
Warsect ,Quivern Botan,Warsect 
Warsect ,Selyne,Warsect 
Warsect Terra,Azurmane,Warsect 
Penking,Cryolinx Terra,Warsect 
Penking,Bastigor,Warsect 
Quivern,Quivern Botan,Warsect 
Quivern Botan,Selyne,Warsect 
Helzephyr,Cinnamoth,Warsect 
Helzephyr Lux,Grintale,Warsect 
Grintale,Bastigor,Warsect 
Menasting Terra,Xenogard,Warsect 
Orserk,Sootseer,Warsect 
Bellanoir,Dazemu,Warsect 
Bellanoir Libero,Dazemu,Warsect 
Xenovader,Silvegis,Warsect 
Xenogard,Faleris Aqua,Warsect 
Digtoise,Warsect ,Warsect Terra
Warsect Terra,Warsect Terra,Warsect Terra
Paladius,Paladius,Paladius
Mau,Reindrix,Nox
Mau,Celaray,Nox
Mau Cryst,Eikthyrdeer,Nox
Mau Cryst,Mozzarina,Nox
Mau Cryst,Lullu,Nox
Rushoar,Fuddler,Nox
Rushoar,Daedream,Nox
Lifmunk,Eikthyrdeer,Nox
Lifmunk,Caprity,Nox
Tocotoco,Robinquill,Nox
Tocotoco,Felbat,Nox
Eikthyrdeer,Hangyu Cryst,Nox
Eikthyrdeer Terra,Cattiva,Nox
Eikthyrdeer Terra,Vixy,Nox
Eikthyrdeer Terra,Cremis,Nox
Digtoise,Chikipi,Nox
Galeclaw,Bristla,Nox
Galeclaw,Fuack,Nox
Teafant,Broncherry,Nox
Teafant,Celaray,Nox
Teafant,Caprity Noct,Nox
Direhowl,Killamari,Nox
Direhowl,Swee,Nox
Direhowl,Foxparks Cryst,Nox
Gorirat,Bristla,Nox
Gorirat,Ribbuny,Nox
Gorirat,Foxparks Cryst,Nox
Gorirat Terra,Bristla,Nox
Gorirat Terra,Fuack,Nox
Jolthog,Fenglope,Nox
Jolthog,Verdash,Nox
Jolthog Cryst,Robinquill Terra,Nox
Jolthog Cryst,Verdash,Nox
Foxparks,Loupmoon,Nox
Foxparks,Yakumo,Nox
Lunaris,Tanzee,Nox
Lunaris,Gumoss,Nox
Lunaris,Smokie,Nox
Pengullet,Robinquill Terra,Nox
Pengullet,Felbat,Nox
Dazzi,Maraith,Nox
Dazzi,Leezpunk Ignis,Nox
Dazzi,Wixen Noct,Nox
Dazzi,Rooby,Nox
Gobfin,Kelpsea,Nox
Gobfin,Kelpsea Ignis,Nox
Gobfin Ignis,Kelpsea,Nox
Gobfin Ignis,Tanzee,Nox
Gobfin Ignis,Smokie,Nox
Lamball,Melpaca,Nox
Lamball,Reindrix,Nox
Lamball,Dumud,Nox
Loupmoon,Sparkit,Nox
Loupmoon,Flambelle,Nox
Hangyu,Caprity,Nox
Hangyu,Lovander,Nox
Hangyu,Yakumo,Nox
Hangyu Cryst,Caprity,Nox
Hangyu Cryst,Lovander,Nox
Hangyu Cryst,Yakumo,Nox
Woolipop,Wixen,Nox
Woolipop,Rooby,Nox
Melpaca,Cattiva,Nox
Melpaca,Cremis,Nox
Cawgnito,Kelpsea Ignis,Nox
Cawgnito,Flopie,Nox
Cattiva,Dumud,Nox
Cattiva,Lullu,Nox
Depresso,Fenglope,Nox
Maraith,Mimog,Nox
Maraith,Ribbuny Botan,Nox
Robinquill,Fuack,Nox
Leezpunk,Daedream,Nox
Leezpunk,Gumoss,Nox
Leezpunk,Smokie,Nox
Leezpunk Ignis,Fuddler,Nox
Leezpunk Ignis,Ribbuny Botan,Nox
Chikipi,Broncherry,Nox
Chikipi,Caprity Noct,Nox
Sparkit,Lovander,Nox
Sparkit,Yakumo,Nox
Vixy,Mozzarina,Nox
Vixy,Dumud,Nox
Vixy,Lullu,Nox
Wixen,Mimog,Nox
Wixen,Ribbuny Botan,Nox
Wixen Noct,Mimog,Nox
Wixen Noct,Ribbuny Botan,Nox
Lovander,Flambelle,Nox
Killamari,Beegarde,Nox
Mozzarina,Cremis,Nox
Vaelet,Swee,Nox
Vaelet,Ribbuny,Nox
Vaelet,Foxparks Cryst,Nox
Flopie,Beegarde,Nox
Fuddler,Kikit,Nox
Daedream,Kikit,Nox
Daedream,Dazzi Noct,Nox
Tanzee,Dazzi Noct,Nox
Gumoss,Kikit,Nox
Gumoss,Dazzi Noct,Nox
Nox,Nox,Nox
Cremis,Dumud,Nox
Cremis,Lullu,Nox
Flambelle,Yakumo,Nox
Rooby,Mimog,Nox
Rooby,Ribbuny Botan,Nox
Smokie,Dazzi Noct,Nox
Nyafia ,Mossanda Lux,Penking
Nyafia ,Sweepa,Penking
Nyafia ,Azurmane,Penking
Prunelia,Relaxaurus,Penking
Prunelia,Mammorest,Penking
Prunelia,Mammorest Cryst,Penking
Prunelia,Warsect Terra,Penking
Gildane,Elphidran,Penking
Gildane,Elphidran Aqua,Penking
Gildane,Surfent Terra,Penking
Gildane,Sootseer,Penking
Anubis,Wumpo,Penking
Anubis,Wumpo Botan,Penking
Anubis,Kingpaca,Penking
Anubis,Xenovader,Penking
Incineram,Sibelyx,Penking
Incineram,Wumpo,Penking
Incineram,Kingpaca Cryst,Penking
Incineram,Xenovader,Penking
Incineram Noct,Sibelyx,Penking
Incineram Noct,Wumpo,Penking
Incineram Noct,Kingpaca,Penking
Incineram Noct,Xenovader,Penking
Eikthyrdeer,Cryolinx,Penking
Eikthyrdeer,Frostallion,Penking
Eikthyrdeer Terra,Cryolinx,Penking
Eikthyrdeer Terra,Astegon,Penking
Eikthyrdeer Terra,Orserk,Penking
Digtoise,Grizzbolt,Penking
Digtoise,Helzephyr,Penking
Digtoise,Helzephyr Lux,Penking
Galeclaw,Blazamut,Penking
Galeclaw,Blazamut Ryu,Penking
Galeclaw,Bellanoir,Penking
Galeclaw,Bellanoir Libero,Penking
Grizzbolt,Kitsun,Penking
Grizzbolt,Broncherry Aqua,Penking
Grizzbolt,Caprity Noct,Penking
Grizzbolt,Fenglope Lux,Penking
Gorirat,Blazamut,Penking
Gorirat,Blazamut Ryu,Penking
Gorirat,Bellanoir,Penking
Gorirat,Bellanoir Libero,Penking
Gorirat Terra,Blazamut,Penking
Gorirat Terra,Blazamut Ryu,Penking
Gorirat Terra,Bellanoir,Penking
Gorirat Terra,Bellanoir Libero,Penking
Univolt,Pyrin,Penking
Univolt,Faleris,Penking
Univolt,Quivern,Penking
Univolt,Prixter,Penking
Univolt,Starryon,Penking
Jormuntide,Rayhound,Penking
Jormuntide,Shroomer,Penking
Jormuntide,Shroomer Noct,Penking
Jormuntide,Splatterina,Penking
Jormuntide,Kitsun Noct,Penking
Jormuntide Ignis,Rayhound,Penking
Jormuntide Ignis,Shroomer,Penking
Jormuntide Ignis,Shroomer Noct,Penking
Jormuntide Ignis,Splatterina,Penking
Jormuntide Ignis,Kitsun Noct,Penking
Loupmoon,Frostallion Noct,Penking
Loupmoon,Jetragon,Penking
Loupmoon,Paladius,Penking
Suzaku,Fenglope,Penking
Suzaku,Robinquill Terra,Penking
Suzaku,Verdash,Penking
Suzaku Aqua,Robinquill,Penking
Suzaku Aqua,Robinquill Terra,Penking
Suzaku Aqua,Felbat,Penking
Pyrin,Blazehowl Noct,Penking
Pyrin,Katress Ignis,Penking
Pyrin,Dazemu,Penking
Pyrin Noct,Dinossom Lux,Penking
Pyrin Noct,Arsox,Penking
Pyrin Noct,Chillet,Penking
Pyrin Noct,Chillet Ignis,Penking
Pyrin Noct,Croajiro,Penking
Pyrin Noct,Celesdir,Penking
Pyrin Noct,Loupmoon Cryst,Penking
Elphidran,Azurobe,Penking
Elphidran,Grintale,Penking
Elphidran,Cinnamoth,Penking
Elphidran Aqua,Azurobe,Penking
Elphidran Aqua,Penking,Penking
Elphidran Aqua,Grintale,Penking
Cryolinx,Mozzarina,Penking
Cryolinx,Lullu,Penking
Melpaca,Astegon,Penking
Melpaca,Orserk,Penking
Melpaca,Cryolinx Terra,Penking
Surfent,Wumpo Botan,Penking
Surfent,Kingpaca,Penking
Surfent,Cinnamoth,Penking
Surfent Terra,Azurobe,Penking
Surfent Terra,Wumpo Botan,Penking
Surfent Terra,Cinnamoth,Penking
Azurobe,Sootseer,Penking
Fenglope,Shadowbeak,Penking
Fenglope,Necromus,Penking
Reptyro,Blazehowl,Penking
Reptyro,Shroomer,Penking
Reptyro,Shroomer Noct,Penking
Reptyro,Splatterina,Penking
Reptyro,Kitsun Noct,Penking
Reptyro Cryst,Dinossom,Penking
Reptyro Cryst,Dinossom Lux,Penking
Reptyro Cryst,Chillet,Penking
Reptyro Cryst,Celesdir,Penking
Reptyro Cryst,Tarantriss,Penking
Reptyro Cryst,Loupmoon Cryst,Penking
Robinquill,Blazamut,Penking
Robinquill,Blazamut Ryu,Penking
Relaxaurus,Tombat,Penking
Relaxaurus,Foxcicle,Penking
Relaxaurus Lux,Foxcicle,Penking
Relaxaurus Lux,Petallia,Penking
Kitsun,Lyleen Noct,Penking
Kitsun,Beakon,Penking
Kitsun,Silvegis,Penking
Vanwyrm,Faleris,Penking
Vanwyrm,Mossanda Lux,Penking
Vanwyrm,Ragnahawk,Penking
Vanwyrm Cryst,Nitewing,Penking
Vanwyrm Cryst,Mossanda,Penking
Vanwyrm Cryst,Sweepa,Penking
Vanwyrm Cryst,Xenogard,Penking
Dinossom,Lyleen Noct,Penking
Dinossom,Beakon,Penking
Dinossom,Silvegis,Penking
Dinossom Lux,Beakon,Penking
Dinossom Lux,Faleris Aqua,Penking
Frostallion,Caprity,Penking
Frostallion,Mozzarina,Penking
Frostallion Noct,Caprity,Penking
Frostallion Noct,Lovander,Penking
Frostallion Noct,Yakumo,Penking
Mammorest,Tombat,Penking
Mammorest,Rayhound,Penking
Mammorest,Shroomer Noct,Penking
Mammorest,Kitsun Noct,Penking
Mammorest Cryst,Tombat,Penking
Mammorest Cryst,Rayhound,Penking
Mammorest Cryst,Foxcicle,Penking
Broncherry,Helzephyr,Penking
Broncherry,Helzephyr Lux,Penking
Broncherry,Bastigor,Penking
Broncherry Aqua,Lyleen Noct,Penking
Broncherry Aqua,Helzephyr,Penking
Broncherry Aqua,Silvegis,Penking
Faleris,Blazehowl Noct,Penking
Faleris,Dogen,Penking
Faleris,Dazemu,Penking
Reindrix,Astegon,Penking
Reindrix,Cryolinx Terra,Penking
Reindrix,Bastigor,Penking
Shadowbeak,Verdash,Penking
Lovander,Jetragon,Penking
Mozzarina,Orserk,Penking
Vaelet,Bellanoir,Penking
Vaelet,Bellanoir Libero,Penking
Nitewing,Omascul,Penking
Lyleen,Arsox,Penking
Lyleen,Chillet,Penking
Lyleen,Chillet Ignis,Penking
Lyleen,Petallia,Penking
Lyleen,Croajiro,Penking
Lyleen,Loupmoon Cryst,Penking
Lyleen Noct,Tarantriss,Penking
Lyleen Noct,Fenglope Lux,Penking
Elizabee,Blazehowl,Penking
Elizabee,Katress,Penking
Elizabee,Shroomer,Penking
Elizabee,Nitemary,Penking
Elizabee,Splatterina,Penking
Mossanda Lux,Bushi,Penking
Mossanda Lux,Bushi Noct,Penking
Mossanda Lux,Dogen,Penking
Arsox,Menasting,Penking
Arsox,Menasting Terra,Penking
Arsox,Knocklem,Penking
Arsox,Xenolord ,Penking
Arsox,Faleris Aqua,Penking
Astegon,Dumud,Penking
Astegon,Lullu,Penking
Foxcicle,Warsect Terra,Penking
Jetragon,Yakumo,Penking
Blazehowl,Warsect ,Penking
Blazehowl,Quivern Botan,Penking
Blazehowl,Selyne,Penking
Blazehowl Noct,Ragnahawk,Penking
Blazehowl Noct,Starryon,Penking
Sweepa,Bushi,Penking
Sweepa,Omascul,Penking
Katress,Warsect ,Penking
Katress,Quivern,Penking
Katress,Quivern Botan,Penking
Katress,Selyne,Penking
Katress,Prixter,Penking
Katress Ignis,Warsect ,Penking
Katress Ignis,Quivern,Penking
Katress Ignis,Quivern Botan,Penking
Katress Ignis,Selyne,Penking
Katress Ignis,Prixter,Penking
Katress Ignis,Starryon,Penking
Beakon,Celesdir,Penking
Beakon,Tarantriss,Penking
Beakon,Fenglope Lux,Penking
Warsect ,Nitemary,Penking
Warsect Terra,Petallia,Penking
Penking,Penking,Penking
Penking,Grintale,Penking
Chillet,Menasting Terra,Penking
Chillet,Faleris Aqua,Penking
Chillet Ignis,Menasting,Penking
Chillet Ignis,Menasting Terra,Penking
Chillet Ignis,Knocklem,Penking
Chillet Ignis,Xenolord ,Penking
Chillet Ignis,Faleris Aqua,Penking
Quivern,Nitemary,Penking
Quivern Botan,Nitemary,Penking
Helzephyr,Caprity Noct,Penking
Helzephyr Lux,Celaray,Penking
Helzephyr Lux,Caprity Noct,Penking
Ragnahawk,Bushi Noct,Penking
Ragnahawk,Dogen,Penking
Ragnahawk,Dazemu,Penking
Bushi,Azurmane,Penking
Bushi Noct,Azurmane,Penking
Celaray,Cryolinx Terra,Penking
Celaray,Bastigor,Penking
Petallia,Menasting,Penking
Petallia,Menasting Terra,Penking
Petallia,Knocklem,Penking
Petallia,Xenolord ,Penking
Grintale,Sootseer,Penking
Cinnamoth,Sootseer,Penking
Menasting,Croajiro,Penking
Menasting Terra,Croajiro,Penking
Menasting Terra,Loupmoon Cryst,Penking
Orserk,Dumud,Penking
Orserk,Lullu,Penking
Dumud,Cryolinx Terra,Penking
Selyne,Nitemary,Penking
Croajiro,Faleris Aqua,Penking
Prixter,Dazemu,Penking
Dogen,Starryon,Penking
Dazemu,Starryon,Penking
Silvegis,Celesdir,Penking
Silvegis,Tarantriss,Penking
Silvegis,Fenglope Lux,Penking
Omascul,Azurmane,Penking
Loupmoon Cryst,Faleris Aqua,Penking
Nyafia ,Loupmoon,Chillet
Prunelia,Digtoise,Chillet
Prunelia,Broncherry,Chillet
Prunelia,Broncherry Aqua,Chillet
Prunelia,Caprity Noct,Chillet
Gildane,Lunaris,Chillet
Gildane,Gobfin,Chillet
Gildane,Gobfin Ignis,Chillet
Anubis,Galeclaw,Chillet
Anubis,Gorirat,Chillet
Anubis,Gorirat Terra,Chillet
Incineram,Robinquill,Chillet
Incineram,Felbat,Chillet
Incineram Noct,Galeclaw,Chillet
Incineram Noct,Gorirat Terra,Chillet
Incineram Noct,Robinquill,Chillet
Mau,Cryolinx,Chillet
Mau,Frostallion,Chillet
Mau Cryst,Cryolinx Terra,Chillet
Mau Cryst,Bastigor,Chillet
Rushoar,Wumpo Botan,Chillet
Rushoar,Kingpaca,Chillet
Rushoar,Xenovader,Chillet
Lifmunk,Helzephyr Lux,Chillet
Lifmunk,Bastigor,Chillet
Tocotoco,Relaxaurus Lux,Chillet
Tocotoco,Warsect Terra,Chillet
Tocotoco,Menasting,Chillet
Tocotoco,Knocklem,Chillet
Tocotoco,Xenolord ,Chillet
Eikthyrdeer,Univolt,Chillet
Eikthyrdeer,Katress Ignis,Chillet
Eikthyrdeer,Dazemu,Chillet
Eikthyrdeer Terra,Blazehowl,Chillet
Eikthyrdeer Terra,Katress,Chillet
Eikthyrdeer Terra,Nitemary,Chillet
Digtoise,Tombat,Chillet
Digtoise,Foxcicle,Chillet
Grizzbolt,Foxparks,Chillet
Grizzbolt,Sparkit,Chillet
Grizzbolt,Flambelle,Chillet
Teafant,Frostallion,Chillet
Direhowl,Elphidran,Chillet
Direhowl,Surfent Terra,Chillet
Direhowl,Sootseer,Chillet
Gorirat,Surfent,Chillet
Jolthog,Pyrin Noct,Chillet
Jolthog,Reptyro Cryst,Chillet
Jolthog,Faleris Aqua,Chillet
Jolthog Cryst,Pyrin Noct,Chillet
Jolthog Cryst,Lyleen,Chillet
Jolthog Cryst,Menasting Terra,Chillet
Jolthog Cryst,Faleris Aqua,Chillet
Univolt,Caprity,Chillet
Foxparks,Lyleen Noct,Chillet
Foxparks,Silvegis,Chillet
Bristla,Relaxaurus,Chillet
Bristla,Mammorest Cryst,Chillet
Bristla,Warsect Terra,Chillet
Lunaris,Azurobe,Chillet
Lunaris,Cinnamoth,Chillet
Pengullet,Lyleen,Chillet
Pengullet,Menasting,Chillet
Pengullet,Menasting Terra,Chillet
Pengullet,Knocklem,Chillet
Pengullet,Xenolord ,Chillet
Pengullet,Faleris Aqua,Chillet
Dazzi,Mossanda Lux,Chillet
Dazzi,Azurmane,Chillet
Gobfin,Penking,Chillet
Gobfin,Grintale,Chillet
Gobfin Ignis,Azurobe,Chillet
Gobfin Ignis,Grintale,Chillet
Lamball,Cryolinx,Chillet
Lamball,Orserk,Chillet
Jormuntide,Killamari,Chillet
Jormuntide,Swee,Chillet
Jormuntide,Foxparks Cryst,Chillet
Jormuntide Ignis,Killamari,Chillet
Jormuntide Ignis,Flopie,Chillet
Jormuntide Ignis,Swee,Chillet
Loupmoon,Vanwyrm,Chillet
Loupmoon,Bushi Noct,Chillet
Loupmoon,Dogen,Chillet
Hangyu,Helzephyr,Chillet
Hangyu,Helzephyr Lux,Chillet
Hangyu Cryst,Helzephyr,Chillet
Hangyu Cryst,Helzephyr Lux,Chillet
Pyrin,Tanzee,Chillet
Pyrin,Gumoss,Chillet
Pyrin,Smokie,Chillet
Elphidran,Beegarde,Chillet
Elphidran Aqua,Cawgnito,Chillet
Elphidran Aqua,Beegarde,Chillet
Woolipop,Nitewing,Chillet
Woolipop,Sweepa,Chillet
Melpaca,Blazehowl,Chillet
Melpaca,Shroomer,Chillet
Melpaca,Nitemary,Chillet
Melpaca,Splatterina,Chillet
Surfent,Vaelet,Chillet
Surfent Terra,Vaelet,Chillet
Cawgnito,Penking,Chillet
Azurobe,Dazzi Noct,Chillet
Cattiva,Astegon,Chillet
Cattiva,Orserk,Chillet
Depresso,Reptyro Cryst,Chillet
Depresso,Beakon,Chillet
Depresso,Silvegis,Chillet
Fenglope,Vanwyrm Cryst,Chillet
Fenglope,Omascul,Chillet
Reptyro,Killamari,Chillet
Reptyro,Flopie,Chillet
Maraith,Sibelyx,Chillet
Maraith,Wumpo,Chillet
Maraith,Xenovader,Chillet
Relaxaurus,Fuack,Chillet
Relaxaurus Lux,Fuack,Chillet
Kitsun,Petallia,Chillet
Leezpunk,Wumpo Botan,Chillet
Leezpunk,Cinnamoth,Chillet
Leezpunk Ignis,Wumpo,Chillet
Leezpunk Ignis,Kingpaca,Chillet
Leezpunk Ignis,Xenovader,Chillet
Fuack,Warsect Terra,Chillet
Fuack,Knocklem,Chillet
Fuack,Xenolord ,Chillet
Vanwyrm,Lovander,Chillet
Vanwyrm,Yakumo,Chillet
Vanwyrm Cryst,Verdash,Chillet
Chikipi,Frostallion Noct,Chillet
Dinossom,Arsox,Chillet
Dinossom,Chillet Ignis,Chillet
Dinossom,Petallia,Chillet
Dinossom,Croajiro,Chillet
Dinossom Lux,Arsox,Chillet
